geneID	ORF	domainID	pdb_code	scop	chain	start	end
529207	YDL120W	10874	1ekga	d.82.2.1	A	1	174
529211	YDL124W	10884	2alra	c.1.7.1	A	1	312
529302	YDL213C	10908	1fj7a	d.58.7.1	A	1	225
529308	YDL219W	10911	1jkea	c.110.1.1	A	1	150
529324	YDL235C	10932	1c03a	a.24.10.2	A	1	167
529333	YDL243C	10951	1gveb	c.1.7.1	A	1	329
528691	YBR089C-A	11015	1cg7a	a.21.1.1	A	1	99
532470	YLR275W	11107	1b34b	b.38.1.1	A	1	110
534330	YPL183W-A	11258	1dfea	g.42.1.1	A	1	93
746243	YLR316C	11269	1jtka	c.97.1.1	A	1	163
528476	YAR075W	11291	1b3oa	c.1.5.1	A	1	157
532852	YMR042W	11325	1mnma	d.88.1.1	A	1	177
530477	YGL148W	11336	1fw8a	c.86.1.1	A	1	376
531289	YIL111W	11549	1occd	f.23.1.1	A	1	151
528499	YBL021C	11676	1jfib	a.22.1.3	A	1	144
529319	YDL230W	11745	1lara	c.45.1.2	A	1	335
530520	YGL191W	11900	1occg	f.23.2.1	A	1	129
532009	YKL214C	12269	1cvja	d.58.7.1	A	1	203
531056	YHR100C	12503	1zrma	c.108.1.1	A	1	185
528652	YBR052C	12583	1qrda	c.23.5.3	A	1	210
528833	YBR227C	12658	1g3ia	c.37.1.20	A	1	520
531360	YIR005W	12826	1ha1a	d.58.7.1	A	1	148
532480	YLR285W	12931	1f3la	c.66.1.6	A	1	261
532476	YLR281C	12932	1gqea	e.38.1.1	A	1	155
530182	YER178W	13085	1dtwa	c.36.1.11	A	1	443
529995	YER004W	13086	1bxkb	c.2.1.2	A	1	231
532179	YLL053C	13233	1j4na	f.19.1.1	A	1	152
530719	YGR120C	13234	1bkds	a.117.1.1	A	1	275
532512	YLR315W	13256	1b68a	a.24.1.1	A	1	153
533691	YOL114C	13289	1gqea	e.38.1.1	A	1	202
532903	YMR090W	13483	1bxkb	c.2.1.2	A	1	227
530257	YFL057C	13549	1exba	c.1.7.1	A	1	152
530203	YFL006W	13585	1b3ua	a.118.1.2	A	1	254
530271	YFR003C	13591	1kkqc	a.123.1.1	A	1	155
530327	YFR055W	13649	1cl2a	c.67.1.3	A	1	340
533876	YOR131C	14123	1feza	c.108.1.3	A	1	218
534031	YOR285W	14455	1h4kx	c.46.1.2	A	1	139
533178	YNL024C	14492	1g6q1	c.66.1.6	A	1	246
530330	YGL001C	14561	1i3ka	c.2.1.2	A	1	349
532204	YLR011W	14818	1qrda	c.23.5.3	A	1	191
533742	YOL165C	14899	1exba	c.1.7.1	A	1	143
534032	YOR286W	14945	1orba	c.46.1.2	A	1	149
529550	YDR203W	15051	1crla	c.69.1.17	A	1	105
531825	YKL033W-A	15115	1lvha	c.108.1.6	A	1	60
528933	YCL026C-A	15130	1bkja	d.90.1.1	A	1	193
530589	YGL258W-A	15140	1eaga	b.50.1.2	A	1	77
